scene,offset,speaker,risk,revisar,source_en,target_pt,correcao,nota
ch_11_10,0x229aa,Kuon,low,,"You should go take one later, too. It'll melt away\n",Você devia ir tomar um depois também. Ele derrete\n,,
ch_11_10,0x229df,Kuon,low,,"the fatigue and cleanse you, body and soul.","a fadiga e limpa você, corpo e alma.",,
ch_11_10,0x22a0b,Haku,low,,Guess you're right...,Acho que você tem razão...,,
ch_11_10,0x22a21,Haku,low,,"Now that she mentions it, I did sweat a whole lot\n","Agora que ela mencionou, eu suei pra caramba\n",,
ch_11_10,0x22a55,Haku,low,,exerting myself on the trek earlier...,me esforçando na trilha mais cedo...,,
ch_11_10,0x22a7c,Haku,low,,"Too bad about the hot water, but it'll feel nice to\n","Pena a questão da água quente, mas vai ser gostoso\n",,
ch_11_10,0x22ab2,Haku,low,,relax in the steam.,relaxar no vapor.,,
ch_11_10,0x22ac6,Haku,low,amostra,"All right, I'll go do that, then.","Tá bom, vou fazer isso então.",,
ch_11_10,0x22ae8,Kuon,medium,,Uh.,Ah.,,
ch_11_10,0x22aec,Haku,low,,Kuon makes a noise as if she's suddenly remembering\n,"A Kuon solta um som, como se de repente lembrasse\n",,
ch_11_10,0x22b22,Haku,low,,something.,de alguma coisa.,,
ch_11_10,0x22b2d,Kuon,medium,,Uh... hm. Hmm...,Ahn... hum. Hum...,,
ch_11_10,0x22b3e,Haku,low,,"Then she puts a finger to her chin, deep in thought.","Aí ela põe o dedo no queixo, mergulhada em pensamentos.",,
ch_11_10,0x22b73,Haku,medium,,...Why is she looking at me like that?,...Por que ela está me olhando desse jeito?,,
ch_11_10,0x22b9a,Kuon,medium,,"I still have a few things I need to take care of,\n","Ainda tenho umas coisinhas que preciso resolver,\n",,
ch_11_10,0x22bce,Kuon,low,,actually.,na verdade.,,
ch_11_10,0x22bd8,Haku,low,,Hm?,Hum?,,
ch_11_10,0x22bdc,Kuon,low,,"Yeah. It might take a while, so why don't you go\n","É. Pode demorar um pouco, então por que você não vai\n",,
ch_11_10,0x22c0f,Kuon,low,,take a bath first?,tomar banho primeiro?,,
ch_11_10,0x22c22,Haku,low,,"Oh, I don't mind waiting.","Ah, eu não me importo de esperar.",,
ch_11_10,0x22c3c,Haku,low,,"My stomach's so full, I don't think I can move from\n",Tô tão cheio que acho que nem saio deste lugar de\n,,
ch_11_10,0x22c72,Haku,low,,"this spot anyway. Besides, I want to relax.","qualquer jeito. Além disso, eu quero relaxar.",,
ch_11_10,0x22c9e,Kuon,medium,,"No, you're probably tired, right? Go ahead and take\n","Não, você deve estar cansado, né? Vai logo e toma\n",,
ch_11_10,0x22cd4,Kuon,low,,it now. Here--a spare change of clothes for you.,agora. Aqui--uma muda de roupa pra você.,,
ch_11_10,0x22d05,Haku,low,,She pushes a set of clothes into my hands. When did\n,Ela enfia um conjunto de roupas nas minhas mãos. Quando\n,,
ch_11_10,0x22d3b,Haku,low,,she put those together?,foi que ela preparou isso?,,
ch_11_10,0x22d53,Kuon,medium,,"You haven't forgotten how to take a bath, right?","Você não esqueceu como se toma banho, né?",,
ch_11_10,0x22d84,Haku,medium,,"I seriously doubt that. I mean, I HOPE I haven't.","Duvido muito. Quer dizer, eu ESPERO que não.",,
ch_11_10,0x22db6,Kuon,low,,Then you should be fine on your own. Don't worry\n,Então você se vira sozinho. Não se preocupa\n,,
ch_11_10,0x22de9,Kuon,low,,"about me and go relax, OK?","comigo e vai relaxar, tá?",,
ch_11_10,0x22e04,Haku,low,,If you insist...,Se você insiste...,,
ch_11_10,0x22e15,Haku,medium,,"I have a weird feeling about this, but it'd be rude\n","Tenho uma sensação estranha sobre isso, mas seria rude\n",,
ch_11_10,0x22e4b,Haku,low,,"to refuse her goodwill, so...","recusar a boa vontade dela, então...",,
ch_11_10,0x22e69,Kuon,low,,"The bath's downstairs and to the left, at the end\n","O banho fica lá embaixo e à esquerda, no fim\n",,
ch_11_10,0x22e9d,Kuon,low,amostra,"of the corridor, OK?","do corredor, tá?",,
ch_11_10,0x22eb2,Haku,low,,"OK, got it.","Tá, entendi.",,
ch_11_10,0x22ebe,Haku,low,,"As I leave the room and head left, a long hallway\n","Saio do quarto e viro à esquerda, e um corredor\n",,
ch_11_10,0x22ef2,Haku,low,,"greets me, as promised.","comprido me recebe, como prometido.",,
ch_11_10,0x22f0a,Haku,low,,The door at the end of the hall opens into something\n,A porta no fim do corredor abre pra algo\n,,
ch_11_10,0x22f41,Haku,low,,"like a changing room, lined with shelves.","como um vestiário, com prateleiras nas paredes.",,
ch_11_10,0x22f6b,Haku,low,,Doesn't seem like anyone else is using the bath\n,Não parece que mais alguém está usando o banho\n,,
ch_11_10,0x22f9d,Haku,low,,right now. I should be able to unwind without worry.,agora. Devo conseguir relaxar sem preocupação.,,
ch_11_10,0x22fd2,Haku,low,,I untie my sash and toss my clothes haphazardly\n,Desamarro a faixa e jogo minhas roupas de qualquer jeito\n,,
ch_11_10,0x23004,Haku,low,,onto a random shelf.,numa prateleira qualquer.,,
ch_11_10,0x23019,Haku,low,,I open another door at the far end of the changing\n,"Abro outra porta no fundo do vestiário, e uma\n",,
ch_11_10,0x2304e,Haku,low,,"room, and a blast of hot air washes over me...",rajada de ar quente me envolve...,,
ch_11_10,0x2307d,Haku,low,,The bath beyond is spacious for an inn like this.\n,O banho lá dentro é espaçoso pra uma estalagem assim.\n,,
ch_11_10,0x230b1,Haku,low,,"Benches line the walls, enough to seat five people.","Bancos forram as paredes, dá pra cinco pessoas sentarem.",,
ch_11_10,0x230e5,Haku,low,,Set into the opposite wall is something like a\n,Na parede oposta há algo como uma\n,,
ch_11_10,0x23116,Haku,low,amostra,"furnace without an opening, fenced in by wood.","fornalha sem abertura, cercada por madeira.",,
ch_11_10,0x23145,Haku,low,,"Judging by the heat waves rising from it, you\n","A julgar pelas ondas de calor que sobem dela, você\n",,
ch_11_10,0x23175,Haku,low,,probably pour water over that to make the steam...,provavelmente joga água em cima pra fazer o vapor...,,
ch_11_10,0x231a8,Haku,medium,,Hoomph. Ah...,Ufa. Ah...,,
ch_11_10,0x231b6,Haku,low,,I flop onto one of the wooden benches and let out\n,Me jogo num dos bancos de madeira e solto\n,,
ch_11_10,0x231ea,Haku,low,,a deep sigh.,um suspiro fundo.,,
ch_11_10,0x231f7,Haku,low,,The room's warmth suffuses me. I didn't realize how\n,O calor do recinto me envolve. Eu não imaginava\n,,
ch_11_10,0x2322d,Haku,low,,good this would feel.,o quanto isso seria bom.,,
ch_11_10,0x23243,Haku,low,identico-fonte,Ahhh...,Ahhh...,,
ch_11_10,0x2324b,Haku,low,,"I zone out, staring up at the ceiling and thinking.\n","Desligo, encarando o teto e pensando.\n",,
ch_11_10,0x23281,Haku,low,,The day's events wash over me...,Os acontecimentos do dia passam por mim...,,
ch_11_10,0x232a2,Haku,medium,,I woke up in a strange place...,Acordei num lugar estranho...,,
ch_11_10,0x232c2,Haku,medium,,"Then, a monstrous creature attacked me, only for\n","Aí uma criatura monstruosa me atacou, e a\n",,
ch_11_10,0x232f5,Haku,low,,Kuon to save me in the nick of time.,Kuon me salvou bem em cima da hora.,,
ch_11_10,0x2331a,Haku,high,risco:high,"And now, here I am with no memory, no belongings,\n","E agora, aqui estou eu, sem memória, sem pertences,\n",,
ch_11_10,0x2334e,Haku,high,risco:high,no power. No place to go home to. A lot of nothing.,sem poder. Sem um lar pra onde voltar. Um bocado de nada.,,
ch_11_10,0x23382,Haku,medium,,What am I going to do...?,O que é que eu vou fazer...?,,
ch_11_10,0x2339c,Haku,medium,,"Bah, no point stressing over it. As it stands,\n","Bah, não adianta me estressar com isso. Como estão\n",,
ch_11_10,0x233cd,Haku,low,,I can't do much but trust in Kuon's hospitality.,"as coisas, só me resta confiar na hospitalidade da Kuon.",,
ch_11_10,0x233fe,Haku,low,,We'll see how things play out...,Vamos ver como as coisas vão se desenrolar...,,
ch_11_10,0x2341f,Haku,low,,"Taking a ladle from the bench, I throw water over\n","Pegando uma concha do banco, jogo água sobre\n",,
ch_11_10,0x23453,Haku,low,,the heating apparatus.,o aparelho de aquecimento.,,
ch_11_10,0x2346a,Haku,low,,The hiss of evaporating water and a cloud of steam\n,O chiado da água evaporando e uma nuvem de vapor\n,,
ch_11_10,0x2349f,Haku,low,amostra,"fill the room, heating the air.","enchem o recinto, aquecendo o ar.",,
ch_11_10,0x234bf,Haku,medium,largura,"Gah. I walked so much, my calves are all swollen.",Ai. Andei tanto que minhas panturrilhas estão todas inchadas.,,
ch_11_10,0x234f1,Haku,medium,,"The arches of my feet, too. Ow.",As plantas dos pés também. Ai.,,
ch_11_10,0x23511,Haku,low,,A dull pain shoots through my foot when I try to\n,Uma dor surda atravessa meu pé quando tento\n,,
ch_11_10,0x23544,Haku,low,,rub the ache away...,esfregar pra aliviar a dor...,,
ch_11_10,0x23559,Haku,low,,"Perturbed, I lift my foot, looking at the sole to\n","Incomodado, levanto o pé e olho a sola pra\n",,
ch_11_10,0x2358d,Haku,low,,find the source of the pain...,achar a origem da dor...,,
ch_11_10,0x235ac,Haku,low,,Huh?,Hein?,,
ch_11_10,0x235b1,Haku,medium,amostra,A loud thud interrupts me from the other side of\n,Um baque alto me interrompe do outro lado\n,,
ch_11_10,0x235e4,Haku,low,,the wall.,da parede.,,
ch_11_10,0x235ee,Haku,medium,,"What the... Did something collapse? Doesn't matter,\n","Mas que... Caiu alguma coisa? Tanto faz,\n",,
ch_11_10,0x23624,Haku,low,,I guess.,eu acho.,,
ch_11_10,0x2362d,Haku,low,,I look back down at the poor sole of my foot--rife\n,Volto a olhar a coitada da sola do meu pé--cheia\n,,
ch_11_10,0x23662,Haku,low,,"with blisters, some of them torn and bloodied.","de bolhas, algumas estouradas e ensanguentadas.",,
ch_11_10,0x23691,Haku,medium,,"Yikes, the skin's peeling, too. I guess we did walk\n","Eca, a pele tá descascando também. Acho que a gente\n",,
ch_11_10,0x236c7,Haku,low,,a pretty long way...,andou um bom tanto mesmo...,,
ch_11_10,0x236dc,Haku,low,,Probably better not to touch that. Left with no\n,"Melhor não mexer nisso. Sem opção, volto a\n",,
ch_11_10,0x2370e,Haku,low,,"choice, I return to massaging my sore calves\n",massagear minhas panturrilhas doloridas\n,,
ch_11_10,0x2373d,Haku,low,,instead.,em vez disso.,,
ch_11_10,0x23746,Haku,low,,...Huh?,...Hein?,,
ch_11_10,0x2374e,Haku,high,risco:high,"Suddenly, I get the feeling I'm being watched.","De repente, tenho a sensação de que estou sendo observado.",,
ch_11_10,0x2377d,Haku,medium,,"I glance around the steam-filled room, but of\n","Olho ao redor do recinto cheio de vapor, mas\n",,
ch_11_10,0x237ad,Haku,low,,"course, no one is in here with me...","claro, não tem ninguém aqui comigo...",,
ch_11_10,0x237d2,Haku,medium,,...Probably just my imagination.,...Provavelmente é só imaginação minha.,,
ch_11_10,0x237f3,Haku,low,,"Oh, well. I should loosen up my other muscles while\n",Enfim. Vou soltar os outros músculos enquanto\n,,
ch_11_10,0x23829,Haku,low,,I'm in here--it's not just my calves that hurt.,estou aqui--não é só a panturrilha que dói.,,
ch_11_10,0x23859,Haku,medium,,Up we go...,Lá vamos nós...,,
ch_11_10,0x23865,Haku,low,,"Careful of my feet, I ease myself up and stand\n","Com cuidado com os pés, me ergo e fico\n",,
ch_11_10,0x23896,Haku,low,,"upright, stretching out my whole body.","de pé, esticando o corpo inteiro.",,
ch_11_10,0x238bd,Haku,medium,,"*Flutter, fwumph*","*Flap, pof*",,
ch_11_10,0x238cf,Haku,medium,,*THUNK*,*TUM*,,
ch_11_10,0x238d7,Haku,medium,,"Oops, the washcloth around my waist is--wait, there's\n","Ops, a toalha na minha cintura tá-- espera, lá\n",,
ch_11_10,0x2390f,Haku,low,,that noise again. Where's that coming from?,vem aquele barulho de novo. De onde vem isso?,,
ch_11_10,0x2393b,Haku,medium,,"*Squeeeaak. Squeak, squeak, chirp.*","*Iiiii. Ii, ii, piu.*",,
ch_11_10,0x2395f,Haku,medium,,...some kind of small animal? Who knows what weird\n,...algum bichinho pequeno? Vai saber que criaturas\n,,
ch_11_10,0x23994,Haku,low,,creatures the innkeeper might have around...,esquisitas a estalajadeira pode ter por aqui...,,
ch_11_10,0x239c1,Haku,low,,"Well, no big deal. As long as it minds its own\n","Bom, tanto faz. Desde que cuide da própria\n",,
ch_11_10,0x239f2,Haku,low,,"business. Now, I'll start with some loosening up...","vida. Agora, vou começar com um alongamento...",,
ch_11_10,0x23a26,Haku,medium,,Shake-shake-shake-shake--,Treme-treme-treme-treme--,,
ch_11_10,0x23a40,Haku,medium,,"*Thwap, fwup, thwap--*","*Pá, fup, pá--*",,
ch_11_10,0x23a57,Haku,medium,,"*WHOMP, CRASH, THUNK*","*BAM, CABRUM, TUM*",,
ch_11_10,0x23a6d,Kuon,medium,amostra,Gyeek!,Iiek!,,
ch_11_10,0x23a74,Haku,medium,,That thing's making a lot of noise out there. What's\n,Aquela coisa tá fazendo um bocado de barulho lá fora.\n,,
ch_11_10,0x23aab,Haku,low,,with the ruckus?,Que algazarra é essa?,,
ch_11_10,0x23abc,Haku,medium,,"Whatever. Next, some hip swivels--","Tanto faz. Agora, uns giros de quadril--",,
ch_11_10,0x23adf,Haku,medium,,"Hup! Hup, hmph, hah!","Upa! Upa, hmf, hep!",,
ch_11_10,0x23af4,Haku,medium,,"*Thwip, thwip, thwap--*","*Fiu, fiu, pá--*",,
ch_11_10,0x23b0c,Haku,medium,,*THUNK*\n,*TUM*\n,,
ch_11_10,0x23b16,Haku,medium,amostra,"*Rattle, rattle*...","*Tarrac, tarrac*...",,
ch_11_10,0x23b2a,Haku,medium,,"All right, here we go! Pick up the pace!","Beleza, lá vamos nós! Vamos acelerar!",,
ch_11_10,0x23b53,Haku,medium,,"*Jiggle, jiggle, thwip--*","*Treme, treme, fiu--*",,
ch_11_10,0x23b6d,Haku,medium,,*WHUMP* *clatter*,*BAM* *tlec-tlec*,,
ch_11_10,0x23b7f,Kuon,medium,,Fwaaaaaaaaah!!...,Fuaaaaaaaaah!!...,,
ch_11_10,0x23b91,Haku,medium,,Something crashes loudly and scampers off...,Alguma coisa cai com estrondo e sai correndo...,,
ch_11_10,0x23bbe,Haku,high,risco:high,Just animals fighting. I don't really know the\n,Só animais brigando. Não conheço bem as estações\n,,
ch_11_10,0x23bef,Haku,low,,"seasons here, but I guess spring must be close.","daqui, mas acho que a primavera deve estar perto.",,
ch_11_10,0x23c1f,Haku,low,,"Loosened up, I sit back down on the bench and\n","Já solto, sento de volta no banco e me\n",,
ch_11_10,0x23c4f,Haku,low,,surrender myself to the relaxing steam.,entrego ao vapor relaxante.,,
ch_11_10,0x23c77,Haku,low,,"Ahhh, that hits the spot...","Ahhh, isso sim é que é bom...",,
ch_11_11,0x24a8f,Haku,medium,,Phew. I'm out of the bath.,Ufa. Saí do banho.,,
ch_11_11,0x24aae,Haku,low,,"I return to the room, relaxed and refreshed, to find\n","Volto pro quarto, relaxado e renovado, e encontro\n",,
ch_11_11,0x24ae5,Haku,low,,Kuon sitting in the corner with her back turned.,"a Kuon sentada no canto, de costas.",,
ch_11_11,0x24b16,Haku,low,,"Kuon, I'm out...?","Kuon, eu já saí...?",,
ch_11_11,0x24b28,Haku,low,,What's going on?,O que tá acontecendo?,,
ch_11_11,0x24b39,Haku,low,amostra,No reply. She doesn't seem to even notice me.,Sem resposta. Ela nem parece me notar.,,
ch_11_11,0x24b67,Haku,low,,"When I approach, I can faintly hear her muttering to\n","Quando me aproximo, ouço fraquinho ela murmurando\n",,
ch_11_11,0x24b9e,Haku,low,,"herself, gaze vacant...","pra si mesma, o olhar vazio...",,
ch_11_11,0x24bb6,Haku,high,risco:high,"It sounds like she's saying ""thwap, thwap,"" but it's\n","Parece que ela tá dizendo ""pá, pá"", mas é\n",,
ch_11_11,0x24bed,Haku,low,,difficult to make out.,difícil de entender.,,
ch_11_11,0x24c04,Haku,low,identico-fonte,...Kuon?,...Kuon?,,
ch_11_11,0x24c0d,Haku,low,,I put my hand on her shoulder.,Ponho a mão no ombro dela.,,
ch_11_11,0x24c2c,Kuon,medium,,Eep!,Iiep!,,
ch_11_11,0x24c31,Haku,medium,,Whoa!,Uou!,,
ch_11_11,0x24c37,Kuon,medium,,"G-Geez, don't surprise me like that.","C-Caramba, não me assusta desse jeito.",,
ch_11_11,0x24c5c,Haku,medium,,"I-I'm the one who's surprised, here. Did something\n","E-Eu é que me assustei, aqui. Aconteceu\n",,
ch_11_11,0x24c91,Haku,low,,happen?,alguma coisa?,,
ch_11_11,0x24c99,Kuon,low,,Huh?,Hein?,,
ch_11_11,0x24c9e,Haku,medium,,You had a thousand-yard stare and you were mumbling\n,Você tava com o olhar perdido e murmurando\n,,
ch_11_11,0x24cd4,Haku,low,,like you'd seen something awful. What happened?,como se tivesse visto algo horrível. O que houve?,,
ch_11_11,0x24d04,Haku,low,,Why are you averting your eyes?,Por que você tá desviando o olhar?,,
ch_11_11,0x24d24,Kuon,medium,,I-I'm not... averting them...,N-Não tô... desviando...,,
ch_11_11,0x24d42,Haku,low,,"Despite her words, Kuon is, in fact, looking entirely\n","Apesar do que diz, a Kuon está, de fato, olhando\n",,
ch_11_11,0x24d7a,Haku,low,,to one side of me.,totalmente pro lado de mim.,,
ch_11_11,0x24d8d,Haku,low,,"No, you definitely are.","Não, você tá sim.",,
ch_11_11,0x24da5,Haku,low,,I round on her and place myself in front of her\n,Me viro pra ela e me ponho na frente dos\n,,
ch_11_11,0x24dd7,Haku,low,,"eyes, but she turns away again.","olhos dela, mas ela desvia de novo.",,
ch_11_11,0x24df7,Haku,medium,,And your face is bright red. What's the deal?,E sua cara tá vermelhíssima. Que que tá rolando?,,
ch_11_11,0x24e25,Haku,low,,I lean down and put my face right in front of hers. She still\n,Me abaixo e ponho meu rosto bem na frente do dela. Ela ainda\n,,
ch_11_11,0x24e65,Haku,low,,refuses to make eye contact.,se recusa a fazer contato visual.,,
ch_11_11,0x24e82,Haku,low,largura,"Instead, her cheeks turn even redder--and her eyes\n","Em vez disso, as bochechas dela ficam mais vermelhas--e os olhos\n",,
ch_11_11,0x24eb7,Haku,low,,are bloodshot like she's been drinking.,injetados como se ela tivesse bebido.,,
ch_11_11,0x24edf,Haku,low,,"Your eyes are red, too. Are you feeling...?",Seus olhos também estão vermelhos. Você tá se sentindo...?,,
ch_11_11,0x24f0b,Kuon,medium,,*WHUMF--*,*BAM--*,,
ch_11_11,0x24f15,Haku,low,,Wh--,Q--,,
ch_11_11,0x24f1a,Haku,medium,,"Out of the blue, Kuon grabs me and tosses me away\n","Do nada, a Kuon me agarra e me arremessa\n",,
ch_11_11,0x24f4e,Haku,low,,like a ragdoll with that casual strength of hers.,"como um boneco de pano, com aquela força casual dela.",,
ch_11_11,0x24f80,Haku,medium,,*FLUMP*,*PUF*,,
ch_11_11,0x24f88,Haku,medium,,Urgh...,Argh...,,
ch_11_11,0x24f90,Haku,low,amostra,"My body flies through the air, landing squarely\n",Meu corpo voa pelo ar e cai bem\n,,
ch_11_11,0x24fc2,Haku,low,,on the bed.,em cima da cama.,,
ch_11_11,0x24fce,Haku,medium,,Wh-What are you d--,Q-Que que você tá faz--,,
ch_11_11,0x24fe2,Kuon,medium,,You needn't concern yourself with me. More\n,Você não precisa se preocupar comigo. Mais\n,,
ch_11_11,0x2500f,Kuon,low,amostra,"importantly, why didn't you tell me about THIS?",importante: por que você não me contou sobre ISSO?,,
